expression;language
Use Deezer to play music;en
 Hanging Out and Relaxing ;en
 some seventies music on Netflix. ;en
 a track by Titiyo ;en
Play some salsa music. ;en
Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai;en
 soem nineties Charles Thompson ;en
 a concerto from the nineties ;en
Play something off Rage Radio;en
Open Vimeo and paly every song released in 1986;en
Play some thrash metal. ;en
I want to hear Song For Adam;en
play Fey's album Diamond Head on Zvooq;en
PLpay the  ten track  Asia Nitollano on spotify. ;en
Can I hear a   rookantha gunathilake on the Vimeo service? ;en
 the artist Tei last concert on Netflix ;en
I want to hear that track from 1991;en
 a music theme by Anna Nikolajewna Jessipowa ;en
 Brotherhood by Ock Joo-hyun ;en
Play some seventies music by Janne Puurtinen on Youtube.;en
 some music from 1989 by Sanjeev Abhyankar. ;en
I want to hear some psychedelic rock;en
 Seaside by Don Cherry. ;en
play Tom Baxter tracks;en
play a music ballad from the sixties;en
Play some Psychedelic Rock. ;en
Play the most popular music by Ronald Isley on Google Music;en
Play me a twenties song;en
 the track The Wizard And I ;en
Play the top twenty chant by Wise.;en
 Takes Place In Your Work Space  Eddie Kendricks ;en
 chant on groove shark from 1996 ;en
Play some music on Vimeo.;en
I'd like to hear Don Airey's Gonna Raise Hell;en
use Deezer to play music by Junior Brown;en
Play playlist Chilled R&B;en
 a 2001 sound track on Deezer. ;en
Play the album Qr Iii by bobby bare;en
I want to hear some music  Groove Shark ;en
Play Taiwan Is Good by Kotoko.;en
I want to hear something off Fist  Fight  Rushton Moreve on Youtube ;en
 top-50 eighties theme from Alain Caron ;en
Play the sound track by Ferry Corsten;en
 a new symphony  Perfecto De Castro on Lastfm ;en
Please open pandora  me ;en
I want to hear the Live At Slane Castle album by Haifa Wehbe;en
Can you  Maggie Mae on Netflix ;en
Can you  a song by Ken ;en
Play some ivy anderson from around 1967;en
 music from 2012 on Netflix. ;en
 Jeff Pilson on Youtube ;en
 some rock music on Youtube ;en
play the greatest james yorkston song;en
 a movement fromthe eighties by Nobuo Uematsu. ;en
give me some Hank Shermann  1975 on Lastfm ;en
Play 1952 Yusef Lateef on Netflix;en
 a 2014 theme from Greg Pattillo ;en
Play christian gangsta rap ;en
Play my Sophisticated Dinner playlist on Slacker;en
 a Jack Lawrence concerto ;en
 a track by Alpha Blondy with Deezer ;en
I would like to hear a song by Tim Reynolds;en
play Seven Steps To Heaven by Wikluh Sky;en
I want to hear Nokko's songs  the twenties ;en
Play Skin & Bone by Jess Stacy on Deezer;en
 Abhijeet Bhattacharya from 1986 ;en
play a top Ryuichi Kawamura chant on Groove Shark;en
Open Deezer and play Inyección Musical;en
Play a 1964 track from Shahram Nazeri on Pandora.;en
turn on Last Fm;en
 a concerto top ten sort by Lloyd. ;en
Play pop ;en
Play music on Deezer.;en
Can you play a song by Ken;en
I want to listen to some Saori Atsumi  the twenties  Deezer ;en
Play the most popular song by espen lind;en
 chant from the nineties with Last Fm ;en
Play music on youtube;en
Play me the new King Curtis music on Google Music.;en
Ply best 1973 sound  ;en
I'd like to play the top ten Mickdeth on Google Music;en
play Luis Alfonzo Larrain from 1995;en
 a melody from the nineties on Google Music ;en
  a 1958 adam yauch concerto on Groove Shark ;en
Play Kim Wilde by Mike Scott on Slacker;en
Play some Tony Grant. ;en
Play Anweshaa by the new first.;en
 a melody by Hagigat Rzayeva ;en
Can you play Crossover? ;en
play The Song Remains The Same with Pandora;en
Play The God That Failed on Vimeo.;en
 some sad songs from the fifties ;en
Start up my nostalgic playlist. ;en
Play music on Spotify. ;en
play a top-10 ballad from 1995;en
 Yusef Lateef songs from the fifties ;en
Play bebob on Iheart ;en
I would like to hear music from 1993;en
Play Acid Punk music.;en
play Innovations by Kokia ;en
I want to hear  on Itunes ;en
Use Youtube to  music  Dorothy Ashby  the year 2002 ;en
Play Andy Williams Sings Rodgers And Hammerstein by elica todorova;en
I want to hear a nineties track by stat quo on Deezer;en
Play While We Were Waiting by Sippie Wallace on Vimeo;en
Play Shoo on iheart from greatest record;en
Open Vimeo and play music.;en
Play my Acoustic Covers playlist on Spotify.;en
I'd  to hear Ami Suzuki's latest record ;en
Please anything good by Chieko Ochi;en
 robin hood  the bishop of hereford by Jon Mayer ;en
in Google Music  the  singles released in 1972 ;en
Can you  something  1966 by Mc Ren on Spotify ;en
play a concerto from sam sparro;en
 the top-10 chant by Caetano Veloso on Pandora ;en
 a tune from 1973 ;en
play No More Sorrow;en
Play some James Cleveland.;en
Play fourties music on Pandora.;en
Play drum & bass music;en
 a twenties tune by Jodie Aysha. ;en
 the thirties soundtrack by ghader abdollahzadeh on Youtube ;en
use Spotify to play Nina Persson from 1962;en
Play music by Janet Paschal;en
Play All The Way My Savior Leads Me on Spotify;en
Play Crucifixion on Deezer. ;en
Play some sixties music. ;en
Play music on groove shark;en
open Fadl Shaker on Spotify   a melody starting with the newest ;en
I want to hear the latest twenties album from Kyle Riabko;en
Play twenties on Groove Shark;en
Play music by Keren Woodward;en
listen to Westbam alumb Allergic on Google Music;en
 top 20 from frank farian ;en
 Oj, Jelena, Jelena, Jabuka Zelena by Ler Lalonde. ;en
Play Water Under The Bridge by Hariprasad Chaurasia.;en
 Eddie Meduza from the thirties ;en
Play some art punk.;en
play Roy Orbison tunes now;en
Play a record by Black Wall Street Records;en
 my Acoustic Covers playlist on Spotify. ;en
play Latina ;en
Give me an album  1972 to listen to. ;en
Can you play music from 2003 on Netflix;en
Play a song from 1973.;en
I'm looking for the last track by Fei Yu Ching from the fourties;en
 the track Goodbye Alexander, Goodbye Honey Boy  Ehsaan Noorani ;en
Play something by Holly Cole on lastfm ;en
 Who Knows Where The Time Goes?  Grigory Leps ;en
Play any chanson ;en
I wish to hear the playlist Estado de ánimo on Last Fm.;en
Play the greatest music by Phoebe Snow;en
Play celtic music ;en
Play music off the track Child Maurice;en
Play music from 1976 on Deezer;en
 track music  Peter Finestone on Netflix sort by newest ;en
i wanna listen to a the top-twenty track of Denniz Pop in Pandora;en
play Say A Word by La India;en
Play the top-ten chant Doda songs from the twenties.;en
 fourties tunes by Bryan Webb on Groove Shark ;en
play some seventies Dj Colette;en
Play some music on spotify;en
 me a 2003 song by Charles Neidich ;en
 the most popular sort by  by Brooke Fraser ;en
play Fill Yourself With Music by Ray Manzarek;en
 fourties soundtrack from Hamish Maccunn ;en
 me a seventies song ;en
 the album Qr Iii by bobby bare ;en
 latest George Ducas music ;en
Find Mahalakshmi Iyer music on Netflix;en
play Mohammed Abdu from top 20;en
 the greatest music by Phoebe Snow ;en
 Hasan Saltik from 2004 ;en
 some Glenn Stetson music on Spotify ;en
Please play some music for me on Netflix;en
 a chant by Marina Verenikina ;en
play Joshua Homme Belle And Sebastian Write About Love;en
Play some fast fusion on Spotify;en
Please  good music by Will Oldham. ;en
Play some James Cleveland. ;en
Play the song domino by Luca Turilli;en
Play music from Art Porter Junior movie sound track using Vimeo;en
 the album Resurrection In Blood  Sleepy Brown on Itunes. ;en
Play tuomas holopainen's The 21 Project.;en
play something from the twenties;en
Find me music by Kaori Utatsuki off the album that has top-twenty hits;en
 chant music by David Cook ;en
Play Ramakadha by Karl Davydov please;en
Please  music off the soundtrack by Beau Jocque ;en
 me some folklore music ;en
Play the top five Cemil Bey songs;en
open Spotify and play a couple of celtic songs;en
Play music from 1954;en
Play fifties music ;en
Play rhythmic;en
 the best chant of 1975 ;en
Play music from negerpunk;en
I want to hear opera  Netflix ;en
Play something by Brian Chase.;en
 me the newest fourties symphony ;en
Play a Loretta Lynn tune on Groove Shark;en
 twenties music off of my Itunes ;en
 A Chaos Of Desire from Dan Snaith ;en
 Chantal Kreviazuk, Sister Ray ;en
I want to hear Gloryhole  Mani off  Lastfm ;en
Play music on Groove Shark.;en
 Lily, Rosemary  The Jack Of Hearts by Chris Goss ;en
 some Paulinho Da Viola from 1965. ;en
 Strength of Street Knowledge on Groove Shark ;en
 Elysium from Ryan Cayabyab ;en
listen to ballad songs  the twenties ;en
 top-twenty song from 2015 ;en
Play the album Shooting Silvio by Dave Sabo;en
Play Zvooq ;en
Use Google  to  some songs by Dr John ;en
 the good sort of 1992 theme  by Layzie Bone ;en
play track Her Majesty;en
Play some 2011 chant music, new first, by Shaggy.;en
 a popular sort of fifties tune music ;en
 The Way It Has To Be  Tom G Warrior on Zvooq ;en
Play Punk Essentials on google music;en
play Latin Dinner ;en
Play Wynton Kelly music on Netflix sort by popular;en
 a 2004 song by eliel on Zvooq. ;en
 some music on Slacker ;en
 robert fripp sound track on Pandora ;en
play Spotify ;en
Play The Eternal by Juju Mob on Vimeo.;en
Use Groove Shark to  music from the nineties ;en
Play me a nineties sound track;en
 Shinji Miyazaki's music on netflix ;en
 deezer top 20 by Natasja ;en
play the greatest Vimeo tunes by angelo amorevoli on soundtrack;en
Play a movement from 1974.;en
play music on Netflix;en
I want to hear a top-50 track from Takahito Eguchi on Google Music;en
Play Grabsteinland I by Doctor Fink on slacker radio;en
Can I hear tod ashley music from 1953?;en
 a track by Yui on Vimeo ;en
 Lil Hardin Armstrong from Itunes. ;en
play music from 1981 ;en
I'd like to hear a track  Theo Keating. ;en
play the top  songs by Gad Elbaz ;en
I'd  to hear Cry Baby Cry  Ally Kerr. ;en
 Clay Aiken's The Bonny Hind on Groove Shark. ;en
 a tune by Layne Staley ;en
play Clifford Brown All Stars by Michael Balzary;en
I want to hear some music from Spotify;en
Play These Four Walls by Yummy Bingham.;en
listen to Pmd symphony ;en
Open The Second Adventure album by Hans Nilsson;en
Play a soundtrack from 1954.;en
 a song from Helena Iren Michaelsen on Spotify ;en
Play music from 2010 by Jason Donovan;en
 music using Last Fm ;en
play Té Para Tres ;en
 me some music youtube ;en
Use Groove Shark to  music from the eighties ;en
Play some Retro music.;en
use Spotify to  Nina Persson from 1962 ;en
 the album Have Another Ball ;en
Play some gangsta music ;en
 Signe Anderson chant music that is newest ;en
 the top twenty tracks of Ron Jarzombek ;en
play a 1988 soundtrack;en
Play music by Sarah Connor;en
Play sweet shanghai devil by Teddy Diaz.;en
Play top-50 Peter Frampton songs;en
Play me the most popular Lillian Hardin song on Itunes;en
Play the most popular ep by marcel khalife on Netflix;en
Play Hughie Graham by Vidyadhar Vyas;en
 Miguelito top charting album ;en
 some John Oates on Youtube. ;en
Play anything from the top-50 Jeff Irwin record off of itunes;en
 the next  by Video Game Pianist on netflix ;en
Open Lastfm  start playing whatever ;en
I want to hear a  ballad by Luciano ;en
listen to ballad songs  1999 ;en
Play the latest ballad by September;en
I want to listen to some Saori Atsumi from the twenties on Deezer;en
play Pop 2017 Picks ;en
Play some eighties movement music;en
Play some Maynard James Keenan songs from Scenes From The Big Chair;en
play a Karin Dreijer Andersson soundtrack on Groove Shark;en
 Roland Alphonso tunes that are most popular ;en
 some movement from 1959 on deezer. ;en
Play sixties theme music;en
Play some fun-punk;en
Lets hear some Dawood Sarkhosh  their The Power  Your Love album   Shark ;en
 the most popular twenties record from Leland Sklar ;en
Play a seventies soundtrack by steve walsh on Groove Shark;en
Play top Martin Solveig on deezer;en
Play a top-five song by Pete Candoli.;en
Play some gangsta music;en
play This Is Colour by Panda Bear;en
Play the best Vanessa Peters songs;en
play Lastfm pop tunes;en
 music on Last Fm ;en
Play some fourties music on Zvooq;en
Would you please play me a symphony from 1995;en
 falco on Zvooq for Good Hit ;en
Plpay  Disco Fever playlist. ;en
Please play some music from 1996;en
Play a new song from 1976.;en
 Who Do You Think You Are  Magnifico with spotify ;en
Play the song Drifting On A Reed by Bobby G;en
Play Shaina Magdayao's music on Iheart;en
Play me a song from Voices & Images;en
 a Keith Richards album ;en
 Vivian Stanshall from 1962 ;en
Play the album, Dance Hall At Louse Point.;en
 The Monkeys Have No Tails  Zamboanga on Google Music. ;en
 a top-fifty 1965 album by Ski ;en
play a theme from 1985 by Patrick Cowley;en
play the last Rocko music with deezer;en
 a ballad by Chick Corea ;en
 music by Billy Powell ;en
I want to hear a top-20 chant from the twenties;en
Play me the dinner playlist;en
Play Thelma Aoyama's latest concerto;en
Use the service Lastfm to   by the artist ai kago ;en
Play the greatest record by Joe Purdy on Google Music;en
 tune from Sonny Stitt ;en
Can you  a sound track by Sissieretta Jones ;en
Use Itunes to play a soundtrack from the year 1954;en
Play some Hong Junyang. ;en
play anything from the twenties;en
 Netflix tunes from 2003 on an album ;en
open Deezer and search for Scott Miller and play some of his new songs;en
Play the newest music by Gladys Knight;en
play the track Asleep In The Deep;en
 Shinya Yamada music from 1962 on Groove Shark ;en
Will you  a ballad from Mahalaxmi Iyer ;en
I want to hear Shooby Taylor's Tearing Up The Album Charts.;en
Play track music from Peter Finestone on Netflix sort by newest;en
play shara worden;en
Please play a song by Ahmad Jamal;en
Can I hear a song  David Hodges? ;en
Play Lorenzo Palacios Quispe;en
 2003 Ben Burnley on Spotify ;en
 music from 1969 on lastfm . ;en
I'd  to hear some trip-hop ;en
 a symphonic rock on Pandora ;en
Play some sixties music.;en
 my De Camino playlist ;en
 Punk Essentials on Zvooq ;en
play Long Way To Go by Keita Tachibana;en
Play a chant from 1978.;en
turn on Last Fm ;en
Play music from the sixties;en
Please  some music from the seventies movement ;en
 theme by Yanni on Vimeo ;en
play Takes Place In Your Work Space by Eddie Kendricks;en
I'd like to hear songs from Iheart;en
Play me the last 1980 record by Brenda Kahn;en
 Lighter by Pamela Jintana Racine ;en
play a symphonic rock on Pandora;en
Play an album from the fourties, new first.;en
Play the next ep by Video Game Pianist on netflix;en
play Richard Thompson from the thirties song book;en
 the song American Patrol by lauryn hill ;en
 ep from Quasimoto from the nineties ;en
Open Deezer and  Inyección Musical ;en
 Suite Sudarmoricaine by Afi on itunes ;en
 Angela Winbush ep that is popular ;en
 me a Chris Needham song on Vimeo ;en
 some 1991 Dave Barker ;en
Play my Piano Ballads playlist.;en
play music on Netflix ;en
Use Itunes to  artist Ringo Shiina track  Heaven ;en
Please play a song for me from 1959;en
 Martha My Dear by shannon. ;en
 music from Itunes for Ric Grech ;en
 me a Patrick Cowley ballad ;en
Play some Paul Stookey from the sixties;en
Can you play me some britpop music;en
Use Groove Shark to play music from the eighties;en
play a ballad by Bob Johnston;en
play a sixties song by George Sanger;en
 the album Pressure Cracks with Netflix ;en
Play the best Bruce Ruffin music on Youtube.;en
 always by walter parazaider. ;en
Play some chant music by Kevin Jonas on deezer.;en
play fourties tunes by Bryan Webb on Groove Shark;en
Play Kisaki on Pandora ;en
play classic rock on Slacker;en
 The Lamentation Of Cloris ;en
Play music on pandora;en
 Bob Hilliard top-twenty music ;en
Play Fight On, State. ;en
Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark;en
Start up  Pachangueo Total playlist. ;en
use Deezer to  music by Junior Brown ;en
Please  This Is The Day by Brian Robertson. ;en
Play some noise music on Netflix.;en
play Dick Marx ;en
I want to hear music off my Indie Festival playlist;en
Play sixties theme music ;en
 mere lapsed by Marilyn Moore. ;en
Play music from 2007. ;en
Use the service Zvooq to play merengue music;en
 melody and sort the newest in Dj Format ;en
Use Google Music to play some songs by Dr John;en
Play Kisaki on Pandora;en
Please  some Black Metal music ;en
Play Inventions For The New Season;en
 a top  Jonny Buckland symphony from around 1989 ;en
Play some The Lady Is A Tramp from Timour Moutsouraev;en
 a good John Maher record with Netflix ;en
 Arif music from the fourties. ;en
Use Groove Shark to play Krizz Kaliko;en
Play Always Pop Punk. ;en
Lets hear some booty bass;en
play something from 1981 ;en
play Itunes album mondovisione;en
 Zvooq latest track by Peter Appleyard ;en
Play me a song from the sixties;en
Play popular eighties record ;en
I want to hear sia furler's popular   Last Fm ;en
Play me a seventies song;en
Play paul ortiz music from 1990;en
 a soundtrack by Mike Hindert on Spotify. ;en
I'd like to hear Nas's greatest ballad;en
Start  something off Spotify ;en
Play Hættuleg Hljómsveit & Glæpakvendið Stella by Kaori Iida;en
Play Stereo by Jonathan Davis on Deezer.;en
Use itunes to  dancing playlist ;en
I want to  music off Deezer ;en
Play the Mister Music Man by Gene De Paul.;en
 Ramakadha by Karl Davydov please ;en
play songs from Youtube;en
play pandora tracks by Akhtar Sadmani;en
Play Crossroad Blues. ;en
I want to hear Aki Nawaz,  the  fair annie. ;en
 the song Shine A Light ;en
Open up  on Last Fm. ;en
Play the best songs of 2016;en
Want to play Christina Schollin Lastfm;en
Play track Cabbage by Keiji Haino;en
play the 2014 album from la lupe;en
 a top-ten chant by Kelly Groucutt from 1964 ;en
Play Kk on Zvooq.;en
Play the latest ep from Lobby Loyde on Netflix;en
 the most popular song by espen lind ;en
 music by Don Reno ;en
Play Annet Artani soundtrack on Slacker;en
Play Rap Album One by Gene Vincent.;en
I want to hear Sarban's greatest  ;en
Play Elkie Brooks seventies sound track;en
Play Eve;en
Play my Éxitos España playlist;en
Play me songs from agreable;en
 the most popular album on Google  by sasu ripatti ;en
 rie fu music sorted by the best. ;en
 concerto from the eighties ;en
play a movement from top-20 1983 by Baruch Chait;en
play a ballad by Giorgio Moroder;en
Play Tanti Auguri A Te from Bruce Gilbert;en
 the album alas y raíces by Dave Pybus. ;en
 me some seventies music with a good melody ;en
 In Your Eyes by gareth gates on Netflix ;en
play music by Odd Nosdam;en
Play a song of I Myself And Me on Youtube;en
Play Party Anthems ;en
 me songs from agreable ;en
play a new soundtrack by Benjamin Darvill on Groove Shark;en
 some Ray Williams music  the nineties on spotify ;en
 a twenties concerto from Roger Taylor on deezer ;en
Can you play me some Pop-folk music;en
I want to hear Steven Harwell  the thirties ;en
 my Hype playlist on Youtube. ;en
 Hora Din Moldova by Yamazaki Maso ;en
Play music by Deenanath Mangeshkar;en
 Thelma Aoyama's latest concerto ;en
 Dansevise by Ebi on Groove Shark. ;en
 the most popular soundtrack  Elena Paparizou on youtube ;en
Play some space music on Google Music;en
 music from the year 1979 ;en
I want to hear Techno-industrial music.;en
 start playing some thirties theme music. ;en
Play the greatest soundtrack by Jesse Harms.;en
Use service Vimeo to    the artist Mick track Now We Are 5 ;en
 Ebony Bones on Itunes ;en
 the album Will Rap Over Hard Rock  Food ;en
I want to  to some Aaliyah ;en
play The Necromancer ;en
 a soundtrack by Sarah Geronimo on google music ;en
 some music from Miss Platnum ;en
 movement by Duane Allman. ;en
 a tune by Andrew Findon ;en
play a tune by Margaret Kelly on Iheart;en
Play Marche Lorraine by Rachael Lampa;en
Play music from 1968 on Vimeo.;en
play Shake Your Head ;en
Play some music using slacker;en
Play some music on Last Fm;en
Play some Joeri Basjmet. ;en
 something from the twenties ;en
Play a melody by Colin Blunstone;en
Play rie fu music sorted by the best.;en
Play the 1991 soundtrack from Ian Mcdonald;en
I Need rave Slacker to  ;en
 a 1999 track by Pete Seeger on Youtube ;en
Play a melody by Hagigat Rzayeva;en
I want ohear the 1996 soundtrack  deezer ;en
I want to hear music by Madeleine Peyroux from 1991 on Youtube.;en
 the playlist Gypsy Swing ;en
Please  music from Itunes ;en
Play the heinz strobl ep from 2016 on Groove Shark;en
Play movement music by Monk Boudreaux on youtube;en
play the Música Da Série De Filmes O Hobbit album by Alex Otaola;en
Open Youtube and  Nanana from Massimo Altomare ;en
 a new soundtrack  Benjamin Darvill on Groove Shark ;en
 music by Charlie Adams from 1954 ;en
Play music from Youtube. ;en
 some sister rosetta tharpe songs from the eighties ;en
play something from the twenties;en
Play music by Fidel Nadal sorted by newest.;en
listen to ballad songs from the twenties;en
play Kings Of The Wild Frontier by Andrea Bocelli;en
 the music from the playlist Get Lit ;en
play newest Robert Palmer sound track;en
Play Greg Raposo songs from the thirties;en
Play me the best Charles Neidich song;en
Play some seventies track from top Rie Tomosaka;en
play 1988 chant music on Itunes;en
 Making Out by Alexander Rosenbaum off Google Music. ;en
play the album Sauna on Zvooq;en
play some sixties music;en
I want to hear a  Hastings melody. ;en
Can you  a chant  Butch Trucks on Spotify ;en
Play music from the track My Friend on Google Music by Steve Sholes;en
Can I hear a tune  Vladimir Vysotski? ;en
Play fifties music;en
I want to hear a  track  stat quo on Deezer ;en
play Dj Ozma top songs;en
 Kings Of The Wild Frontier by Andrea Bocelli ;en
Plan an album by Roni Duani.;en
I need some ambient music. ;en
Please  Every Woman In Me ;en
 a new tune by louis silvers. ;en
Please use pandora to  a record from 1993 ;en
Play Rocket Queen on Itunes;en
Can I hear Jeremy Taggart's newest chant  Deezer? ;en
Play a 2001 tune;en
Can you  some music from 1999 ;en
 me a tune by john clayton ;en
Play the top ten by Andrea Del Rosario.;en
play Lastfm by Steampunk;en
 the track Pocahontas John Farnham ;en
Use Spotify to  Who Was In  Room Last Night? ;en
Play some dance music;en
 a song by Busta Rhymes ;en
Play music on Itunes. ;en
Play the top 5 by Akira The Don.;en
Please play music off the soundtrack by Beau Jocque;en
I want to hear something eclectic;en
Play songs by Cheryl Wheeler;en
play a 1983 concerto by Ayaka on Itunes;en
 something from 1971 by John Bonham ;en
Play Midnight Special ;en
listen to tei movement from most popular eighties music;en
 Monie Love tunes on Google Music  1984  her song list ;en
play Hardcore music ;en
 a song on zvooq ;en
Play thirties on Lastfm;en
Open Lastfm and play Hot Lips Page from the sixties;en
play songs from Youtube ;en
Play the top-5 songs from Paddy Reilly on zvooq;en
Play the music of Aphex Twin's good Album;en
 Chance Of A Lifetime on Zvooq ;en
Play the playlist spring ;en
Play music by Damien Rice;en
Play One Good Reason by Tommy Flanagan on Itunes;en
 new melody by Kenji Ito on Itunes. ;en
 music by Cass Elliot ;en
 the top jazz record from 1951 ;en
 the top song by Jack Grisham ;en
Play gothic music;en
Play POP GOES THE 80s.;en
 The Birds And The Bees by Ceca. ;en
 the sound track by Ferry Corsten ;en
Use the service Zvooq to  merengue music ;en
play The Insoc Ep ;en
 some music on Slacker ;en
Play the thirties soundtrack by ghader abdollahzadeh on Youtube;en
Play the newest Phil Stacey.;en
 music by Damien Rice ;en
Play Rob Dougan on youtube;en
Can you play some eighties music;en
 Odessa by Maartin Allcock. ;en
Play Lenny Kaye music.;en
play Only Hope by Graham Bonnet;en
 some music from the twenties. ;en
use netflix to  Bizzy Bone Kiss  Goodnight, Sergeant Major ;en
 a ballad by Owen Pallett  the seventies on Slacker. ;en
Play a nineties tune by Sugar Minott on Netflix;en
 a Herbie Fields record from the sixties ;en
 the song Drifting On A Reed  Bobby G ;en
Play some music from the thirties.;en
Play music in the genre soundtrack;en
 sweet shanghai devil by Teddy Diaz. ;en
Play music by Ian Haugland;en
 Alles Heeft Ritme by Liu Tianhua. ;en
play the latest melody from Cliff Edwards on Deezer;en
Play a melody by avery storm.;en
Play the Mother Lode by Tamio Okuda;en
 twenties chant from Lagaylia Frazier on Itunes ;en
Play a fairouz tune on Deezer;en
 music by blowfly from the seventies ;en
 music from 2010 by Jason Donovan ;en
Play Stefon Harris's song. ;en
Can you  fifties theme music by Mohsen Chavoshi ;en
Play a record from the seventies;en
 a 2011 ballad  Evil Jared Hasselhoff on Lastfm. ;en
 the latest ballad by September ;en
Play music off Youtube.;en
 Party Through The Decades on Deezer ;en
Play 2004 on pandora;en
Play the energic Itunes;en
Play some twenties chant music on Slacker;en
Play me a top-ten song by Phil Ochs on Groove Shark;en
play a track by Alpha Blondy with Deezer;en
 the best Sebastian Karlsson melody on Youtube ;en
Play me a sound track by Bert Mccracken on zvooq;en
Play something from the jonathon lee movement;en
Can you play a sound track from 1963?;en
 the song vodka by Kunal Ganjawala on Itunes ;en
 twenties symphony from Robert Walter ;en
 me something  the thirties by Candi Staton on Vimeo ;en
I need to hear some r&b  off  iheart ;en
Play some Katiejane Garside on Vimeo.;en
 Les Pauvres Riches by Pan Mei Chen. ;en
Play Moris Tepper ;en
 One Good Reason by Tommy Flanagan on Itunes ;en
 top-five concerto music from 1992 ;en
 new movement from Mike Oldfield on Vimeo ;en
Play the music Hands Up;en
I want to hear a 1957 theme song;en
 the newest music by Gladys Knight ;en
Play a movement fromthe eighties by Nobuo Uematsu.;en
 some 1993 concerto off of Slacker ;en
Play a Paul Davis melody;en
 some sixties music on Slacker. ;en
Use the service Lastfm to  artist keren peles  the most popular symphony ;en
Play some music by Mutlu;en
Play a song from my workout playlist on Groove Shark;en
 the newest stuff by blowfly ;en
Play opera music on google music;en
 Night Electric Night on Iheart ;en
 Wolves by Larry Gatlin ;en
I want to the latest ballad  Ira Losco ;en
I want to hear Jimmy James  the thirties,  a song  Groove Shark. ;en
 eighties music by Kaira Kwong on Google Music ;en
play a track from 2004;en
Play my Pandora app ;en
Play The Wizard And I on Zvooq;en
 some twenties movement tunes  the last Olga Souza ;en
 some good amber gristak on Lastfm ;en
Play the most popular track from Valery Alexandrovich Kipelov;en
Open Vimeo and  music. ;en
Please play Jag Vill Leva I Europa by porta;en
Play Still Life 1 ;en
play Isaac Yamma Slut ;en
Can you  Halloween by Ajinoam Nini ;en
Can you  the greatest songs by Mauro Picotto ;en
I want to hear some sixties melody  Mark Mcentee off of Google  ;en
Play a 2013 song on Groove Shark;en
Play my Electro Sur playlist. ;en
Play me songs from 1955;en
Play the newest melody by Cisco Adler on pandora;en
 Wanted by Erykah Badu ;en
Play Hasan Saltik from 2004;en
 music from the seventies ;en
" Bill Evans album The Best  The 12"" Mixes ";en
Play some Psychedelic Rock.;en
Play some steve boyett chant music;en
Play A Sudden Rainstorm playlist.;en
Play Michael Angelo Batio ;en
Can you  something off my Kids Workout  on Groove Shark ;en
 Henrie Mutuku album from 1957 ;en
 the red room sessions from chris cunningham ;en
I want to hear some Bill Black chant music;en
Can you play an ep from the year 1958?;en
play Punk Essentials on Zvooq;en
listen to acapella ;en
PLay a track by deeyah khan.;en
 chant music by Big Dee Irwin. ;en
 some Deezer oldies music ;en
 some rap on Pandora ;en
play ambient music ;en
Play some fourties music on Spotify.;en
 my 70s Smash Hits playlist. ;en
Play Martha My Dear by shannon.;en
 Vanlose Stairway by Janove Ottesen ;en
 a song from 1990 on Netflix ;en
I want to hear Major Harris's   the fifties ;en
 me some Max Martin on Lastfm ;en
Play the album Axum;en
Play the top-10 chant by Caetano Veloso on Pandora;en
Play some House music;en
 Tomtegubben Som Hade Snuva ;en
play the top twenty tracks of Ron Jarzombek;en
Please play a song off the Curtis Lee album Rough Diamonds;en
Play me a 1958 adam yauch concerto on Groove Shark;en
 The Wizard And I on Zvooq ;en
Play Brotherhood by Ock Joo-hyun;en
 That Would Be Something by Eden Ahbez ;en
I want to hear Choice on Last Fm from the twenties.;en
 valerij kipelov on Vimeo ;en
Play a sixties song by Classified;en
 the top-20 Rita Macneil songs ;en
play music by Billy Powell;en
Play some tango. ;en
 The Cross  The Crucible by Angela Au Man Sze on Google Music ;en
Play Eve ;en
 the album Sauna on Zvooq ;en
Play some gothic rock. ;en
 some music from Victor Kunonga. ;en
play Monie Love tunes on Google Music from 1984 from her song list;en
Play Barbra Streisand music from 1997.;en
Play some chanson music;en
Plkay some sixties movement songs  Itunes ;en
 Elkie Brooks seventies sound track ;en
Play music from Gavin Koppell movement;en
on Deezer  fourties tunes by Jona Bechtolt  a ballad ;en
Play Suite Sudarmoricaine by Afi on itunes;en
Play Used To Love Her by Dara.;en
play Kurt Cobain ballad tunes;en
 me a twenties song ;en
 Marche Lorraine by Rachael Lampa ;en
Play anything  from Hiromitsu Agatsuma off iHeart.;en
Play me Gil Parris's A Cup Of Coffee, A Sandwich And You;en
 This Is Colour by Panda Bear ;en
 Socialism Is Good by terje bakken on Spotify. ;en
 Rob Mills album The Golden Archipelago. ;en
Play a tune by Layne Staley;en
 music by Daddy Yankee ;en
Play music from 1964.;en
Could you play the album B Men Gahō by Nathaniel Shilkret;en
Play my Frescura Indie playlist ;en
Sort to the last song on   1983 a chant  Mark Oliver Everett ;en
I want to hear Aki Nawaz, play the song fair annie.;en
 a seventies Tom Thacker ballad ;en
 Halid 08 by video game pianist on Pandora ;en
Play the music genre Synthpop;en
I want to hear Ding Dong Bell   shark ;en
Play play Lodge by Alkabli on lastfm .;en
